employee_id,first_name,last_name,email,department_id,manager_id,hire_date,salary,is_active
365,Scott,Russo,user365@company.com,17,100.0,2025-09-08,138710.73,True
366,Eduardo,Nguyen,user366@company.com,12,331.0,2020-07-01,127804.44,True
367,David,Church,user367@company.com,4,75.0,2018-12-28,60716.19,True
368,Kathleen,Ewing,user368@company.com,20,79.0,2022-04-03,121225.84,True
369,Stephen,Golden,user369@company.com,6,322.0,2022-11-04,89294.04,False
370,Jessica,Wilson,user370@company.com,19,230.0,2019-02-25,111736.02,False
371,Robert,Singh,user371@company.com,20,166.0,2023-06-17,133709.62,True
372,John,Thomas,user372@company.com,5,226.0,2022-03-15,38194.35,True
373,Kelly,Webster,user373@company.com,10,141.0,2025-07-11,100970.37,True
374,Heather,Anderson,user374@company.com,17,38.0,2021-06-19,67248.94,True
375,Emily,Medina,user375@company.com,2,30.0,2019-06-28,74248.51,True
376,Maurice,Shelton,user376@company.com,3,331.0,2025-12-14,133710.0,True
377,Benjamin,Phillips,user377@company.com,20,305.0,2026-03-04,90848.14,True
378,Travis,Good,user378@company.com,19,284.0,2021-08-13,144507.78,True
379,Luis,Frank,user379@company.com,15,293.0,2022-06-16,108220.49,True
380,Seth,Taylor,user380@company.com,20,244.0,2023-03-09,90164.08,True
381,Hector,Norris,user381@company.com,15,53.0,2025-05-16,127316.02,True
382,Brandy,Tapia,user382@company.com,3,259.0,2021-12-11,107535.25,True
383,Nancy,Hansen,user383@company.com,8,363.0,2023-11-25,82530.99,True
384,Michael,Mendez,user384@company.com,17,268.0,2018-07-16,103176.65,True
385,Ruben,Moore,user385@company.com,12,145.0,2025-02-04,76489.99,True
386,Omar,Chen,user386@company.com,20,27.0,2020-06-18,124707.23,True
387,Latoya,Wright,user387@company.com,3,169.0,2020-10-08,41340.71,True
388,Timothy,Smith,user388@company.com,10,130.0,2019-11-29,116848.04,False
389,Kevin,Shannon,user389@company.com,5,171.0,2018-12-03,39780.24,True
390,Edwin,Perez,user390@company.com,12,159.0,2022-11-21,146123.58,True
391,Jason,Frank,user391@company.com,5,305.0,2020-10-09,115060.08,True
392,Jessica,Mullins,user392@company.com,10,287.0,2023-12-26,75201.52,True
393,Jennifer,Abbott,user393@company.com,5,344.0,2020-10-22,114339.7,False
394,Melissa,Johnson,user394@company.com,3,331.0,2018-11-09,110454.72,False
395,Julia,Thomas,user395@company.com,12,10.0,2018-09-29,73511.72,True
396,Kimberly,Ortiz,user396@company.com,7,175.0,2023-03-29,143720.19,True
397,Shane,Walter,user397@company.com,7,116.0,2024-03-07,149997.19,True
398,Janet,Perez,user398@company.com,3,152.0,2024-09-12,131331.41,True
399,Willie,Fisher,user399@company.com,17,395.0,2022-05-10,94772.49,False
400,Anna,Brown,user400@company.com,2,339.0,2020-10-19,70411.72,False
401,Brian,Anderson,user401@company.com,5,306.0,2022-09-15,75206.38,True
402,Amanda,Lewis,user402@company.com,6,355.0,2021-02-22,122531.74,True
403,Raymond,Smith,user403@company.com,15,23.0,2022-08-02,79303.03,True
404,Thomas,Lowe,user404@company.com,15,313.0,2022-03-24,64191.35,True
405,Kayla,Anderson,user405@company.com,8,274.0,2023-01-13,58700.22,True
406,Mario,Foley,user406@company.com,7,189.0,2023-03-22,111396.82,False
407,Joseph,Robinson,user407@company.com,15,237.0,2021-02-28,122332.63,True
408,Glen,Lowe,user408@company.com,17,271.0,2022-03-22,80239.3,True
409,Jerry,Love,user409@company.com,7,310.0,2024-06-23,46607.82,True
410,Carol,Flores,user410@company.com,2,329.0,2019-02-09,87670.88,True
411,Lisa,Barnett,user411@company.com,18,53.0,2018-11-08,115368.12,False
412,Tim,Marsh,user412@company.com,4,146.0,2023-07-01,40065.02,True
413,Crystal,Vasquez,user413@company.com,9,231.0,2020-06-16,138636.75,True
414,Ann,Sutton,user414@company.com,14,47.0,2019-06-24,143569.59,True
415,Albert,Roy,user415@company.com,15,179.0,2021-07-20,141656.63,True
416,Cheryl,Ortiz,user416@company.com,2,203.0,2023-07-01,90240.85,True
417,Emily,Hanna,user417@company.com,13,42.0,2023-09-04,74989.52,True
418,Randy,Ruiz,user418@company.com,11,51.0,2023-05-05,130701.15,True
419,Samuel,May,user419@company.com,5,71.0,2022-04-14,34596.38,True
420,Steven,Woodward,user420@company.com,5,389.0,2019-07-08,114664.34,True
421,Michael,Savage,user421@company.com,20,3.0,2020-03-05,138702.9,True
422,Rachel,Marshall,user422@company.com,9,111.0,2018-09-24,130195.57,False
423,Kyle,Clark,user423@company.com,20,271.0,2024-03-09,80790.57,True
424,Dean,Sellers,user424@company.com,8,155.0,2019-09-01,44621.8,True
425,William,Hooper,user425@company.com,14,328.0,2019-06-01,125267.89,True
426,Ricky,King,user426@company.com,3,57.0,2020-10-04,130402.53,True
427,Dorothy,Griffin,user427@company.com,20,275.0,2023-05-25,31972.24,False
428,Todd,Harris,user428@company.com,19,124.0,2020-09-08,116225.32,True
429,Jennifer,Rodriguez,user429@company.com,14,1.0,2022-08-30,103777.15,True
430,Christy,Bennett,user430@company.com,19,214.0,2021-09-08,52477.67,True
431,Sean,Hill,user431@company.com,17,185.0,2025-06-24,38121.52,False
432,Bradley,Jones,user432@company.com,18,260.0,2021-03-10,124369.48,False
433,Katherine,Thompson,user433@company.com,18,11.0,2026-03-06,76854.45,True
434,Thomas,Barnett,user434@company.com,2,326.0,2022-12-25,76425.76,True
435,Maria,Barnes,user435@company.com,9,383.0,2026-02-01,31949.07,True
436,Kenneth,Thomas,user436@company.com,12,124.0,2023-08-05,117952.92,True
437,Vicki,Levy,user437@company.com,19,377.0,2019-06-04,120801.47,True
438,Kelly,Schmidt,user438@company.com,2,181.0,2019-04-25,95521.65,True
439,Victoria,Turner,user439@company.com,15,357.0,2020-01-07,87423.74,True
440,Jo,Black,user440@company.com,5,33.0,2019-12-04,115925.41,True
441,Kevin,Gallagher,user441@company.com,2,151.0,2025-07-24,54190.92,True
442,Matthew,Powell,user442@company.com,2,162.0,2019-01-29,142004.52,False
443,Patrick,Barton,user443@company.com,13,418.0,2022-08-13,95163.68,True
444,Erica,Patterson,user444@company.com,2,386.0,2020-05-26,107628.06,True
445,Nancy,Ross,user445@company.com,12,442.0,2025-07-16,123700.99,True
446,Andrea,Nunez,user446@company.com,9,64.0,2021-07-29,125921.09,True
447,Stephen,Martin,user447@company.com,13,381.0,2019-05-22,82768.4,True
448,Curtis,Ross,user448@company.com,11,96.0,2021-03-17,89544.39,True
449,James,Savage,user449@company.com,12,409.0,2020-10-04,92313.1,True
450,Roger,Davis,user450@company.com,14,41.0,2020-12-28,81672.86,True
451,Donald,Cervantes,user451@company.com,18,151.0,2020-09-21,68545.37,True
452,Michael,Moreno,user452@company.com,11,339.0,2018-11-20,65476.79,True
453,Joel,Hampton,user453@company.com,20,368.0,2022-07-15,81133.93,True
454,Sean,Harvey,user454@company.com,12,229.0,2026-02-01,35082.62,True
455,Christopher,Young,user455@company.com,20,223.0,2020-07-23,62946.64,True
456,Heather,Knight,user456@company.com,3,344.0,2026-03-17,106501.5,True
457,Amber,Morales,user457@company.com,17,411.0,2025-05-05,119987.76,True
458,Laura,Jordan,user458@company.com,1,74.0,2018-11-24,131840.32,True
459,Micheal,Smith,user459@company.com,2,65.0,2022-05-21,38068.0,True
460,Gregory,Nash,user460@company.com,12,197.0,2018-10-03,143936.05,True
461,Lori,Carson,user461@company.com,20,79.0,2019-06-16,111487.45,True
462,Jill,Fox,user462@company.com,12,228.0,2019-11-07,121570.14,False
463,Sonya,Hicks,user463@company.com,5,272.0,2021-05-08,74033.99,True
464,Linda,Crosby,user464@company.com,9,128.0,2021-07-28,145262.41,True
465,Julia,Phillips,user465@company.com,6,256.0,2024-11-07,92129.43,False
466,Diane,Hurst,user466@company.com,4,135.0,2024-10-11,122995.74,True
467,Lori,James,user467@company.com,7,314.0,2024-02-16,64269.23,True
468,Richard,Bennett,user468@company.com,7,63.0,2024-12-20,46287.41,True
469,Brenda,Bailey,user469@company.com,15,89.0,2019-11-06,137841.48,True
470,Lauren,White,user470@company.com,3,415.0,2025-04-13,111831.51,True
471,Brandon,Morgan,user471@company.com,12,364.0,2024-08-24,37792.69,False
472,Timothy,Nunez,user472@company.com,10,457.0,2025-11-23,65994.8,True
473,Virginia,Reynolds,user473@company.com,6,407.0,2019-06-01,73379.06,True
474,Richard,Foster,user474@company.com,4,103.0,2025-08-11,125047.88,True
475,Jennifer,Wilson,user475@company.com,16,14.0,2023-07-17,73307.58,False
476,Melissa,Ortega,user476@company.com,12,240.0,2020-08-07,126439.41,False
477,Bryan,Wong,user477@company.com,5,314.0,2022-10-04,136109.57,True
478,Gabriel,Allen,user478@company.com,10,204.0,2025-08-24,149951.41,True
479,Alexis,Moon,user479@company.com,17,211.0,2019-11-25,122299.75,False
480,Joseph,Washington,user480@company.com,3,65.0,2018-12-22,146685.57,True
481,Holly,Robbins,user481@company.com,15,239.0,2022-09-02,111613.08,True
482,Karen,Roberts,user482@company.com,5,450.0,2018-11-19,129486.45,False
483,Ashley,Montgomery,user483@company.com,19,94.0,2022-03-28,122133.8,True
484,Matthew,Williams,user484@company.com,14,258.0,2024-10-29,139285.47,True
485,Michelle,Branch,user485@company.com,4,266.0,2020-04-04,48361.86,True
486,Shawn,Cox,user486@company.com,6,166.0,2023-08-03,142168.54,True
487,Judy,Holloway,user487@company.com,12,486.0,2025-04-06,142908.49,True
488,Megan,Smith,user488@company.com,3,129.0,2026-03-16,53556.23,False
489,Erica,Rojas,user489@company.com,9,65.0,2025-12-31,105002.68,False
490,Amanda,Harris,user490@company.com,18,48.0,2020-02-03,90308.78,True
491,Kristina,Richards,user491@company.com,19,483.0,2020-12-24,99677.58,True
492,David,Ward,user492@company.com,20,369.0,2026-04-21,138240.11,True
493,Katherine,Blackburn,user493@company.com,19,22.0,2022-04-01,129028.35,True
494,James,Miller,user494@company.com,3,24.0,2023-02-26,143825.62,False
495,Joseph,Cook,user495@company.com,9,334.0,2018-06-01,55297.01,False
496,Terri,Deleon,user496@company.com,14,317.0,2026-04-04,106678.94,True
497,Dawn,Payne,user497@company.com,18,149.0,2023-01-31,107028.87,True
498,Alicia,Hicks,user498@company.com,16,126.0,2024-06-10,126562.58,True
499,Carly,Travis,user499@company.com,10,233.0,2019-07-27,38756.76,True
500,Nicholas,Smith,user500@company.com,6,226.0,2023-06-02,79874.61,True
501,Gregory,Jones,user501@company.com,7,175.0,2021-08-19,102799.23,True
502,Patrick,Harrison,user502@company.com,11,376.0,2024-04-23,148562.8,True
503,John,Guerrero,user503@company.com,13,67.0,2021-09-16,121279.8,False
504,Jacob,Fleming,user504@company.com,18,55.0,2024-09-07,68293.91,True
505,Kelly,Swanson,user505@company.com,4,137.0,2021-08-16,83951.52,True
506,Brian,Cannon,user506@company.com,4,26.0,2024-05-08,64825.44,True
507,Mark,Ruiz,user507@company.com,20,215.0,2022-02-25,59792.43,True
508,Mary,Ramirez,user508@company.com,11,479.0,2024-05-20,99322.44,True
509,Christina,Sullivan,user509@company.com,7,391.0,2026-03-18,49121.09,False
510,Luis,Jones,user510@company.com,15,256.0,2019-02-11,135489.08,True
511,Thomas,Jackson,user511@company.com,1,47.0,2024-02-24,143427.94,False
512,Sheila,Robbins,user512@company.com,15,495.0,2026-04-06,58887.44,False
513,Erin,Murphy,user513@company.com,12,50.0,2023-08-03,36064.85,True
514,Patricia,Chan,user514@company.com,20,482.0,2024-07-21,64289.81,True
515,Matthew,Lucero,user515@company.com,4,442.0,2021-01-09,46072.19,True
516,Frank,Watkins,user516@company.com,12,413.0,2020-07-17,73912.48,True
517,Ruth,Green,user517@company.com,2,200.0,2019-04-16,73502.85,True
518,Paula,Morris,user518@company.com,3,396.0,2021-08-24,90510.66,False
519,Karen,Obrien,user519@company.com,9,122.0,2021-08-13,45439.61,True
520,Jon,Calderon,user520@company.com,13,383.0,2023-03-21,125387.67,True
521,Todd,Wheeler,user521@company.com,18,375.0,2026-04-09,120595.82,True
522,Todd,Huerta,user522@company.com,20,412.0,2024-02-14,90009.35,True
523,Mary,Smith,user523@company.com,2,141.0,2019-12-13,115631.02,True
524,Alexandra,Ortiz,user524@company.com,17,468.0,2021-01-11,47872.88,False
525,Jonathan,Dorsey,user525@company.com,5,336.0,2020-07-07,141764.25,True
526,Joshua,Rangel,user526@company.com,6,403.0,2018-12-30,148873.89,True
527,Brian,Ponce,user527@company.com,19,345.0,2020-06-26,90877.8,False
528,Emily,Smith,user528@company.com,18,502.0,2023-08-03,115048.78,True
529,Rachel,Wright,user529@company.com,16,18.0,2022-04-01,74202.94,True
530,Justin,Graham,user530@company.com,14,316.0,2023-02-01,125610.58,True
531,David,Chan,user531@company.com,20,486.0,2025-01-24,61863.65,False
532,Savannah,Cochran,user532@company.com,19,234.0,2019-10-27,116568.01,False
533,Sandra,Smith,user533@company.com,16,175.0,2021-12-22,92907.88,False
534,Angela,King,user534@company.com,13,152.0,2022-02-27,128599.35,True
535,Collin,Flores,user535@company.com,2,113.0,2020-03-04,52894.12,True
536,Randall,Prince,user536@company.com,11,429.0,2022-06-28,48171.75,True
537,Richard,Gross,user537@company.com,14,514.0,2022-06-12,122996.68,True
538,David,Herrera,user538@company.com,2,142.0,2024-08-07,92241.99,False
539,Mercedes,Clark,user539@company.com,11,490.0,2019-10-14,93057.26,True
540,Dale,Shaw,user540@company.com,6,471.0,2020-03-30,139454.9,True
541,Samuel,Monroe,user541@company.com,18,363.0,2025-09-10,111104.23,True
542,Dustin,Lawson,user542@company.com,20,496.0,2019-08-31,53071.7,True
543,Angela,Chandler,user543@company.com,9,306.0,2026-03-12,56984.04,True
544,Brandon,Miller,user544@company.com,10,213.0,2020-09-04,112828.79,True
545,Brandon,Dixon,user545@company.com,11,492.0,2019-04-28,71856.38,True
546,Ryan,Lara,user546@company.com,10,125.0,2026-01-30,98817.22,False
547,Anthony,Hurley,user547@company.com,13,405.0,2024-03-17,128205.3,True
548,John,Smith,user548@company.com,10,44.0,2025-12-24,64515.64,True
549,Thomas,Adkins,user549@company.com,12,453.0,2020-03-23,108716.65,True
550,James,Scott,user550@company.com,7,207.0,2024-08-07,129354.2,True
551,Jennifer,Johnson,user551@company.com,18,279.0,2023-07-22,46472.75,False
552,Carmen,Edwards,user552@company.com,19,246.0,2024-07-04,59094.96,False
553,Jillian,Mccall,user553@company.com,8,239.0,2019-04-01,36298.93,True
554,William,Johnson,user554@company.com,11,484.0,2019-08-04,42065.39,True
555,Anna,Arnold,user555@company.com,1,162.0,2022-01-10,78828.89,True
556,Jeffrey,Allen,user556@company.com,16,205.0,2021-08-16,120709.33,True
557,Gary,Williams,user557@company.com,11,293.0,2026-02-15,107507.75,True
558,Robert,Martin,user558@company.com,19,238.0,2024-01-27,94218.27,True
559,Tyler,Green,user559@company.com,6,428.0,2022-11-20,135869.4,True
560,Amanda,Adams,user560@company.com,2,407.0,2020-09-23,124555.28,True
561,Larry,Quinn,user561@company.com,10,39.0,2018-08-19,31112.06,False
562,Jessica,Barrera,user562@company.com,20,110.0,2021-01-28,141414.58,True
563,Jillian,Juarez,user563@company.com,10,466.0,2019-01-27,148691.94,False
564,Ryan,Munoz,user564@company.com,17,506.0,2019-03-29,136711.2,True
565,James,Gibson,user565@company.com,17,480.0,2025-12-07,62740.45,True
566,Wanda,Moyer,user566@company.com,11,167.0,2025-09-20,117734.31,True
567,Tina,Armstrong,user567@company.com,6,15.0,2021-03-05,118394.15,True
568,Timothy,Peterson,user568@company.com,19,198.0,2019-01-03,51059.39,True
569,Ronald,Coleman,user569@company.com,14,528.0,2018-11-16,69351.2,True
570,Jessica,Huber,user570@company.com,4,190.0,2024-07-18,147802.22,True
571,Trevor,Gray,user571@company.com,11,255.0,2019-05-04,30819.61,True
572,Richard,Burke,user572@company.com,8,458.0,2022-04-02,120450.8,True
573,Kimberly,Johnston,user573@company.com,10,12.0,2018-10-27,61386.38,True
574,Jeffery,Hernandez,user574@company.com,8,64.0,2019-07-11,110134.33,True
575,Linda,Miller,user575@company.com,10,164.0,2023-02-23,78649.99,False
576,Nicole,Garcia,user576@company.com,10,121.0,2019-09-05,106645.36,True
577,Edward,Lara,user577@company.com,12,227.0,2018-05-24,56295.43,True
578,Laura,Zavala,user578@company.com,16,157.0,2018-04-28,84597.44,False
579,Mike,Stout,user579@company.com,12,426.0,2019-09-30,114232.89,True
580,Marc,Rodriguez,user580@company.com,18,224.0,2025-05-13,121423.15,False
581,Emily,Murray,user581@company.com,3,539.0,2022-11-20,83609.76,True
582,Kiara,Ingram,user582@company.com,3,578.0,2022-01-06,43465.05,False
583,Melissa,Jones,user583@company.com,17,208.0,2023-11-29,98724.2,True
584,Sharon,Mclean,user584@company.com,6,336.0,2023-07-07,132538.32,True
585,Nancy,Smith,user585@company.com,4,211.0,2023-01-31,116030.16,True
586,Kenneth,Davis,user586@company.com,3,523.0,2019-03-05,83457.92,True
587,Phyllis,Powell,user587@company.com,15,136.0,2025-03-08,91589.74,True
588,Fernando,Russell,user588@company.com,19,60.0,2020-05-03,97055.66,True
589,Phillip,Valencia,user589@company.com,1,406.0,2024-01-26,60534.87,True
590,Nicole,Lee,user590@company.com,7,75.0,2018-11-08,35434.78,True
591,Garrett,Robertson,user591@company.com,3,555.0,2024-09-25,149294.84,True
592,Kendra,James,user592@company.com,16,33.0,2020-05-03,64450.88,True
593,Dana,Williams,user593@company.com,5,431.0,2018-05-17,74935.31,True
594,Kristin,Morton,user594@company.com,15,387.0,2023-06-27,75077.46,False
595,Casey,Cook,user595@company.com,5,357.0,2023-08-25,44235.98,False
596,Kayla,Martinez,user596@company.com,13,542.0,2022-01-28,45281.65,True
597,Jamie,Mitchell,user597@company.com,1,24.0,2023-03-12,147418.88,True
598,Jonathan,Prince,user598@company.com,18,435.0,2022-02-03,93832.03,True
599,Hannah,Edwards,user599@company.com,8,472.0,2018-09-15,71539.17,True
600,Stephanie,Morrison,user600@company.com,7,116.0,2019-12-17,33866.08,True
601,Lori,Morales,user601@company.com,20,17.0,2021-10-09,58879.96,True
602,Mike,Nguyen,user602@company.com,4,35.0,2019-04-27,83572.93,True
603,Patrick,Mejia,user603@company.com,8,46.0,2021-11-09,78271.84,True
604,Samantha,Clark,user604@company.com,18,223.0,2022-12-07,120526.29,True
605,Elizabeth,Chapman,user605@company.com,5,516.0,2024-11-01,149218.01,True
606,Julia,Harris,user606@company.com,19,327.0,2019-02-05,99296.98,True
607,Jennifer,Wilson,user607@company.com,8,310.0,2022-02-01,135151.0,False
608,Cassandra,Yates,user608@company.com,8,424.0,2020-01-17,66060.11,True
609,Kathryn,Duarte,user609@company.com,18,606.0,2026-04-13,135565.67,True
610,Christian,Pitts,user610@company.com,14,570.0,2024-06-01,89474.49,True
611,Kerri,Weaver,user611@company.com,13,538.0,2024-11-12,68248.13,True
612,Nicholas,Collins,user612@company.com,14,153.0,2026-03-05,65986.62,True
613,Cassidy,Adams,user613@company.com,18,485.0,2018-12-26,58916.18,True
614,Barbara,Reed,user614@company.com,10,148.0,2019-04-06,126693.14,True
615,Sandra,Silva,user615@company.com,18,423.0,2021-10-02,146134.34,False
616,Rachel,Brown,user616@company.com,17,138.0,2021-12-13,76610.29,True
617,April,Roberts,user617@company.com,7,339.0,2018-06-01,107604.7,True
618,April,Stevens,user618@company.com,12,95.0,2018-05-28,94276.26,True
619,Edward,Evans,user619@company.com,2,275.0,2022-02-09,75260.16,False
620,Karen,Gonzalez,user620@company.com,20,41.0,2023-09-29,134834.46,True
621,Adam,Long,user621@company.com,19,573.0,2019-07-03,56041.98,True
622,Heather,Valencia,user622@company.com,11,311.0,2025-11-27,144842.37,True
623,Monica,Allen,user623@company.com,7,195.0,2020-12-21,145449.31,True
624,Jocelyn,Taylor,user624@company.com,16,249.0,2023-06-24,113475.15,True
625,Jerry,Flores,user625@company.com,13,246.0,2022-04-02,96249.52,True
626,Bridget,Matthews,user626@company.com,13,478.0,2025-12-17,94038.02,True
627,Susan,Martinez,user627@company.com,10,268.0,2025-03-12,73157.35,True
628,Perry,Delacruz,user628@company.com,15,101.0,2019-03-24,126337.99,True
629,Lori,Knight,user629@company.com,11,209.0,2022-09-21,74484.59,True
630,Keith,Lawson,user630@company.com,2,577.0,2025-03-15,133690.18,True
631,Katie,Robinson,user631@company.com,1,268.0,2025-07-29,96397.39,False
632,Tracy,Pruitt,user632@company.com,19,428.0,2021-11-05,65423.07,True
633,Sophia,Hill,user633@company.com,11,236.0,2023-05-24,75580.77,True
634,Melody,Matthews,user634@company.com,16,564.0,2019-01-04,108552.96,True
635,Catherine,Ward,user635@company.com,9,501.0,2020-10-01,145980.99,True
636,Kevin,Proctor,user636@company.com,15,173.0,2023-11-30,117932.67,True
637,Todd,Humphrey,user637@company.com,6,144.0,2021-05-22,116437.62,True
638,Amanda,Leon,user638@company.com,6,556.0,2021-02-09,148838.82,True
639,Tammie,Grant,user639@company.com,17,35.0,2022-09-27,130688.22,True
640,Erin,Jones,user640@company.com,2,7.0,2023-12-15,79487.07,True
641,Barbara,Wallace,user641@company.com,3,155.0,2023-06-22,31096.98,False
642,Amanda,Gomez,user642@company.com,15,383.0,2021-06-13,37254.01,False
643,Joseph,Rios,user643@company.com,16,500.0,2023-05-15,31887.81,False
644,Martin,Morgan,user644@company.com,18,422.0,2020-02-10,31422.12,False
645,Gregg,Hill,user645@company.com,9,549.0,2022-04-28,147297.52,True
646,Matthew,Perez,user646@company.com,17,441.0,2019-07-24,126740.12,True
647,Erica,Lutz,user647@company.com,4,99.0,2025-10-28,92926.25,True
648,Sarah,Owens,user648@company.com,7,635.0,2020-07-30,93174.72,True
649,Bryan,Wright,user649@company.com,9,407.0,2023-12-05,39482.31,True
650,Thomas,Jones,user650@company.com,15,579.0,2018-09-30,59184.95,True
651,Troy,Daniels,user651@company.com,10,83.0,2023-01-04,108448.29,True
652,Kayla,Valdez,user652@company.com,3,416.0,2023-06-12,75511.68,False
653,Sabrina,Rosario,user653@company.com,16,58.0,2019-02-26,106409.77,True
654,Phillip,Hopkins,user654@company.com,3,512.0,2023-07-09,131439.58,True
655,Dakota,Christian,user655@company.com,19,98.0,2018-09-13,137374.95,True
656,Felicia,Anderson,user656@company.com,8,217.0,2019-06-29,138152.76,False
657,Nathan,Mora,user657@company.com,16,278.0,2025-07-22,35587.44,True
658,Barbara,Gallagher,user658@company.com,9,557.0,2024-07-16,97621.18,True
659,Katherine,Lambert,user659@company.com,6,323.0,2024-01-16,31878.97,True
660,David,Edwards,user660@company.com,19,148.0,2020-03-21,120270.54,True
661,Whitney,White,user661@company.com,3,307.0,2021-05-31,49494.03,True
662,Robert,Rios,user662@company.com,19,399.0,2023-07-05,111244.2,False
663,Emily,Smith,user663@company.com,11,394.0,2023-02-12,120673.11,True
664,Stephanie,Shah,user664@company.com,3,513.0,2021-02-28,119454.79,True
665,Morgan,Fuller,user665@company.com,2,101.0,2019-08-08,82450.59,True
666,Julia,West,user666@company.com,11,620.0,2021-02-14,122280.68,False
667,Gloria,Hart,user667@company.com,13,335.0,2024-10-30,33555.08,True
668,Danny,Porter,user668@company.com,15,503.0,2019-01-13,57376.61,False
669,Nicole,Garcia,user669@company.com,13,443.0,2021-08-19,52288.54,False
670,Joshua,Jones,user670@company.com,13,88.0,2023-02-02,122660.09,True
671,Kristie,Robinson,user671@company.com,8,76.0,2021-10-25,39844.56,True
672,Amy,Pierce,user672@company.com,13,650.0,2021-04-20,48513.23,True
673,Christopher,Bryant,user673@company.com,11,370.0,2023-03-09,42786.11,True
674,Jennifer,Williams,user674@company.com,10,456.0,2026-02-16,73190.1,True
675,Gregory,Berger,user675@company.com,4,136.0,2021-09-16,40475.67,True
676,Jeremiah,Sparks,user676@company.com,15,571.0,2019-10-03,96568.8,True
677,Annette,Mcguire,user677@company.com,4,27.0,2020-06-11,40754.26,False
678,Jason,Olson,user678@company.com,3,612.0,2018-04-27,101765.26,True
679,Matthew,Ortiz,user679@company.com,13,13.0,2018-10-03,65021.68,True
680,Stacey,Carter,user680@company.com,3,573.0,2021-03-24,138624.91,True
681,David,Miller,user681@company.com,19,534.0,2019-05-03,50349.95,True
682,Calvin,Ewing,user682@company.com,6,143.0,2022-11-05,62270.28,True
683,Zachary,Davila,user683@company.com,16,150.0,2019-01-11,37592.06,True
684,Martin,Mendoza,user684@company.com,9,432.0,2022-10-12,65970.27,True
685,Jonathan,Burke,user685@company.com,12,258.0,2019-10-24,143306.68,True
686,Joseph,Taylor,user686@company.com,20,632.0,2020-07-05,53465.79,True
687,Wendy,Porter,user687@company.com,5,312.0,2025-07-24,30812.08,True
688,Ashley,Williams,user688@company.com,11,636.0,2022-12-03,75586.79,True
689,Jessica,Brown,user689@company.com,15,343.0,2023-03-29,81673.95,False
690,Patrick,Galvan,user690@company.com,5,308.0,2024-04-04,68479.82,True
691,Lindsey,Vargas,user691@company.com,16,322.0,2024-03-22,51316.47,True
692,Gerald,Terry,user692@company.com,11,299.0,2020-10-08,118184.92,True
693,Matthew,Nguyen,user693@company.com,19,249.0,2022-11-12,69106.35,True
694,Mark,Myers,user694@company.com,13,374.0,2021-03-15,43666.54,False
695,Kristi,Hansen,user695@company.com,7,607.0,2024-12-23,149671.79,True
696,Taylor,Miranda,user696@company.com,18,28.0,2023-10-03,144360.55,True
697,Leslie,Patrick,user697@company.com,7,449.0,2020-07-18,125722.26,True
698,Anne,Hartman,user698@company.com,14,690.0,2025-03-28,89916.39,True
699,Jonathan,Fitzgerald,user699@company.com,8,259.0,2020-01-08,109039.56,True
700,Lisa,Chambers,user700@company.com,13,76.0,2023-08-11,83888.01,False
701,Christopher,Lutz,user701@company.com,16,597.0,2020-08-05,78096.61,False
702,Kimberly,Williams,user702@company.com,14,557.0,2022-04-27,34411.82,True
703,Kelly,Gonzalez,user703@company.com,18,609.0,2018-06-03,106581.64,True
704,John,Butler,user704@company.com,4,255.0,2024-12-16,108912.2,True
705,Lawrence,Moore,user705@company.com,6,663.0,2024-02-21,103521.35,False
706,Jenna,Smith,user706@company.com,13,340.0,2025-10-04,145886.01,True
707,Jeremy,Stephens,user707@company.com,4,11.0,2022-06-15,41832.79,True
708,Amy,Nguyen,user708@company.com,17,532.0,2020-11-26,96959.21,False
709,Gregory,Nelson,user709@company.com,8,457.0,2019-06-12,74894.35,True
710,James,Jones,user710@company.com,19,708.0,2024-05-23,90055.89,True
711,Derek,Stokes,user711@company.com,1,495.0,2025-02-10,42545.92,True
712,Jennifer,Fitzgerald,user712@company.com,3,119.0,2018-05-31,129758.13,True
713,Jacqueline,Turner,user713@company.com,12,320.0,2021-08-20,71168.0,True
714,Aaron,Gomez,user714@company.com,17,495.0,2025-04-04,71796.04,True
715,Ricky,Steele,user715@company.com,15,714.0,2018-05-18,84293.66,True
716,Teresa,Gonzalez,user716@company.com,10,46.0,2019-08-23,127222.31,True
717,Eugene,Allison,user717@company.com,1,352.0,2024-12-07,107756.39,True
718,Crystal,Griffin,user718@company.com,8,529.0,2019-08-04,50934.39,True
719,Brooke,Cantu,user719@company.com,11,574.0,2022-11-17,81164.33,True
720,John,Gallegos,user720@company.com,8,415.0,2023-10-09,105571.24,True
721,Jessica,Simmons,user721@company.com,14,406.0,2024-11-15,33503.07,False
722,Jessica,Snyder,user722@company.com,7,461.0,2024-11-21,101064.38,True
723,Cynthia,Garcia,user723@company.com,1,722.0,2020-02-10,55775.53,True
724,Regina,Escobar,user724@company.com,3,592.0,2021-02-22,42210.25,False
725,Michael,Guerrero,user725@company.com,6,375.0,2021-02-17,69118.19,True
726,Chris,Brown,user726@company.com,4,269.0,2025-05-16,110484.17,True
727,James,Mitchell,user727@company.com,17,655.0,2025-02-04,67608.49,True
728,Tony,Odonnell,user728@company.com,20,402.0,2019-11-26,100440.57,True
729,Brittany,Bush,user729@company.com,12,469.0,2024-07-30,104083.52,True
